PUBLIC_RECORD_ID,FACULTY,DEGREE_PROGRAM,CURRICULUM_YEAR,GENDER,AGE,MARITAL_STATUS,ETHNICITY,DISABILITY,INSTITUTION_TYPE,NATIONALITY_COUNTRY,TRANSFER_STUDENT_FLAG,PAYMENT_PLAN,ONLINE_ADMISSION_TYPE,PAYMENT_DEFERRAL_TYPE,SCHOLARSHIP_NAME,TARGET_RISK,REGION
5284,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,21,Single,Montubio,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5285,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,25,Single,Montubio,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Others/Abroad
5286,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Female,21,Single,White,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5287,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,26,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
5288,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,27,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Amazon Region
5289,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,30,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Highlands Region
5290,Online Undergraduate Faculty,Business Administration - Online,2020,Male,36,Divorced,Mestizo,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Others/Abroad
5291,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Male,37,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Others/Abroad
5292,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,33,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5293,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,41,Divorced,Afro-descendant,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Highlands Region
5294,Online Undergraduate Faculty,International Business - Online,2020,Female,50,Married,Mestizo,No,Other,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Coastal Region
5295,Online Undergraduate Faculty,Business Administration - Online,2020,Male,20,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5296,Online Undergraduate Faculty,Business Administration - Online,2020,Male,24,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
5297,Online Undergraduate Faculty,International Business - Online,2020,Female,21,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5298,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Female,35,Single,White,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5299,Online Undergraduate Faculty,International Business - Online,2020,Female,20,Single,Montubio,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Others/Abroad
5300,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,31,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
5301,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,23,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Highlands Region
5302,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,39,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Highlands Region
5303,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Male,21,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Amazon Region
5304,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,37,Divorced,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Others/Abroad
5305,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,20,Single,Afro-descendant,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Others/Abroad
5306,Online Undergraduate Faculty,Human Talent Management - Online,2020,Male,31,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Full Degree Program,60.0,No Scholarship,1,Highlands Region
5307,Online Undergraduate Faculty,Business Administration - Online,2020,Female,39,Married,Mestizo,No,Other,Ecuadorian,No,Yes,Territorial Scholarship / Validation of Professional Experience,24.0,No Scholarship,1,Highlands Region
5308,Online Undergraduate Faculty,Social Work - Online,2024,Female,32,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Territorial Scholarship / Validation of Professional Experience,24.0,No Scholarship,1,Highlands Region
5309,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,32,Single,Mestizo,No,Particular,Ecuadorian,No,No,Territorial Scholarship / Validation of Professional Experience,0.0,No Scholarship,1,Highlands Region
5310,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,35,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Territorial Scholarship / Validation of Professional Experience,30.0,No Scholarship,1,Highlands Region
5311,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,39,Divorced,Mestizo,Yes,Other,Ecuadorian,No,No,Territorial Scholarship / Validation of Professional Experience,0.0,No Scholarship,1,Highlands Region
5312,Online Undergraduate Faculty,Business Administration - Online,2020,Female,26,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Territorial Scholarship / External Validation,0.0,No Scholarship,1,Highlands Region
5313,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,46,Divorced,Mestizo,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
5314,Online Undergraduate Faculty,Business Administration - Online,2020,Female,39,Single,Mestizo,No,Particular,Ecuadorian,No,No,Technologist,0.0,No Scholarship,1,Coastal Region
5315,Online Undergraduate Faculty,Business Administration - Online,2020,Male,34,Married,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
5316,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,42,Single,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
5317,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,34,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Coastal Region
5318,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Male,33,Cohabiting,Mestizo,No,Public Institution,Ecuadorian,No,No,Territorial Scholarship / External Validation,0.0,No Scholarship,1,Highlands Region
5319,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,27,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Territorial Scholarship / External Validation,24.0,No Scholarship,1,Highlands Region
5320,Online Undergraduate Faculty,Business Administration - Online,2020,Female,28,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Territorial Scholarship / External Validation,24.0,No Scholarship,1,Highlands Region
5321,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,43,Divorced,Mestizo,No,Other,Ecuadorian,No,Yes,Territorial Scholarship / External Validation,24.0,No Scholarship,1,Highlands Region
5322,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,26,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Territorial Scholarship / External Validation,0.0,No Scholarship,1,Highlands Region
5323,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,28,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Highlands Region
5324,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,39,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Territorial Scholarship / Full Degree,60.0,No Scholarship,1,Highlands Region
5325,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,32,Married,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5326,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,30,Cohabiting,Mestizo,No,Public Institution,Ecuadorian,No,No,Territorial Scholarship / Full Degree,0.0,No Scholarship,1,Others/Abroad
5327,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,36,Married,Afro-descendant,No,Public Institution,Ecuadorian,Yes,No,Full Degree Program,0.0,No Scholarship,1,Highlands Region
5328,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,33,Single,Afro-descendant,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,1,Coastal Region
5329,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,37,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,1,Coastal Region
5330,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,43,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,No Scholarship,1,Coastal Region
5331,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Male,34,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,No Scholarship,1,Coastal Region
5332,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,45,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,1,Coastal Region
5333,Online Undergraduate Faculty,International Business - Online,2020,Female,29,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,1,Coastal Region
5334,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,30,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,1,Coastal Region
5335,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Male,30,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,1,Coastal Region
5336,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Female,34,Married,White,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,No Scholarship,1,Coastal Region
5337,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Male,21,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,1,Coastal Region
5338,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Male,35,Single,Afro-descendant,No,Particular,Ecuadorian,No,No,ARGOS DASE,26.0,No Scholarship,1,Coastal Region
5339,Online Undergraduate Faculty,Communication (ARGOS Agreement),2020,Female,34,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,1,Coastal Region
5340,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,30,Cohabiting,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,1,Coastal Region
5341,Online Undergraduate Faculty,International Business - Online,2020,Male,44,Married,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5342,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,1,Coastal Region
5343,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,22,Single,Indigenous,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
5344,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,45,Married,Mestizo,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
5345,Online Undergraduate Faculty,Business Administration - Online,2020,Female,31,Single,White,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5346,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,41,Married,Mestizo,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
5347,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,43,Cohabiting,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5348,Online Undergraduate Faculty,Business Administration - Online,2020,Male,42,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Coastal Region
5349,Online Undergraduate Faculty,Business Administration - Online,2020,Male,36,Single,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
5350,Online Undergraduate Faculty,Business Administration - Online,2020,Male,39,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Coastal Region
5351,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,34,Divorced,Montubio,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
5352,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,37,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
5353,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,26,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5354,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,50,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5355,Online Undergraduate Faculty,Commerce - Online,2020,Female,29,Cohabiting,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
5356,Online Undergraduate Faculty,Commerce - Online,2020,Male,46,Divorced,Mestizo,Yes,Other,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
5357,Online Undergraduate Faculty,Human Talent Management - Online,2020,Female,46,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
5358,Online Undergraduate Faculty,Business Administration - Online,2020,Female,43,Single,Mestizo,No,Other,Venezuelan,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
5359,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,45,Divorced,Afro-descendant,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
5360,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,20,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5361,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,21,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5362,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,55,Married,White,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
5363,Online Undergraduate Faculty,Business Administration - Online,2020,Female,32,Single,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
5364,Online Undergraduate Faculty,Business Administration - Online,2020,Male,33,Married,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
5365,Online Undergraduate Faculty,Business Administration - Online,2020,Male,45,Divorced,Mestizo,No,Other,Argentinian,No,No,Validation Pathway,24.0,No Scholarship,1,Highlands Region
5366,Online Undergraduate Faculty,Business Administration - Online,2020,Male,27,Married,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
5367,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,25,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
5368,Online Undergraduate Faculty,Business Administration - Online,2020,Male,43,Married,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
5369,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Male,33,Married,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
5370,Online Undergraduate Faculty,Business Administration - Online,2020,Male,33,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
5371,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,22,Single,Indigenous,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
5372,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,22,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
5373,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Male,40,Married,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Others/Abroad
5374,Online Undergraduate Faculty,Business Administration - Online,2020,Male,42,Married,Mestizo,No,Other,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
5375,Online Undergraduate Faculty,Human Talent Management - Online,2020,Female,32,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
5376,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,26,Married,Mestizo,No,Other,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
5377,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,32,Single,Mestizo,No,Other,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Highlands Region
5378,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,30,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
5379,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,20,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
5380,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Male,46,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5381,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,30,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5382,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,53,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5383,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,38,Single,Mestizo,No,Other,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5384,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,47,Married,Mestizo,No,Other,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5385,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,33,Single,Afro-descendant,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5386,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,35,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5387,Online Undergraduate Faculty,Business Administration - Online,2020,Male,27,Single,Montubio,No,Public Institution,Ecuadorian,No,No,External Validation,0.0,No Scholarship,0,Coastal Region
5388,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,50,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Highlands Region
5389,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,34,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5390,Online Undergraduate Faculty,Business Administration - Online,2020,Male,48,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5391,Online Undergraduate Faculty,Business Administration - Online,2020,Male,37,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5392,Online Undergraduate Faculty,Business Administration - Online,2020,Female,36,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5393,Online Undergraduate Faculty,Business Administration - Online,2020,Female,46,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5394,Online Undergraduate Faculty,Business Administration - Online,2020,Female,50,Divorced,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5395,Online Undergraduate Faculty,Business Administration - Online,2020,Male,46,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5396,Online Undergraduate Faculty,Business Administration - Online,2020,Female,44,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5397,Online Undergraduate Faculty,Business Administration - Online,2020,Female,41,Single,Mestizo,No,Particular,Ecuadorian,No,No,Technologist,0.0,No Scholarship,0,Coastal Region
5398,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,52,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5399,Online Undergraduate Faculty,Business Administration - Online,2020,Male,46,Married,Montubio,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5400,Online Undergraduate Faculty,Business Administration - Online,2020,Male,43,Married,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5401,Online Undergraduate Faculty,Business Administration - Online,2020,Male,41,Married,Mestizo,No,Particular,Ecuadorian,No,No,Technologist,0.0,No Scholarship,0,Coastal Region
5402,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,40,Single,Mestizo,No,Particular,Ecuadorian,No,No,Technologist,0.0,No Scholarship,0,Coastal Region
5403,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Male,27,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,0,Coastal Region
5404,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Male,27,Single,White,No,Semi-Public Institution,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,0,Coastal Region
5405,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,24,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,0,Coastal Region
5406,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,25,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,0,Coastal Region
5407,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Female,23,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,ARGOS DASE,0.0,No Scholarship,0,Coastal Region
5408,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,Technologist,0.0,No Scholarship,0,Coastal Region
5409,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,49,Divorced,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,No Scholarship,0,Coastal Region
5410,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,37,Married,Mestizo,No,Semi-Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5411,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,36,Divorced,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5412,Online Undergraduate Faculty,Business Administration - Online,2020,Female,41,Married,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5413,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,38,Divorced,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5414,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,33,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5415,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Male,28,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5416,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,46,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5417,Online Undergraduate Faculty,Business Administration - Online,2020,Male,48,Single,Mestizo,Yes,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Highlands Region
5418,Online Undergraduate Faculty,Business Administration - Online,2020,Female,48,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,0,Coastal Region
5419,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,32,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5420,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,47,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5421,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,46,Married,Mestizo,No,Semi-Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5422,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,35,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5423,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,33,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5424,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Male,48,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5425,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,39,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5426,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,31,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5427,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,25,Married,Mestizo,No,Semi-Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5428,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,38,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
5429,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,63,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,No Scholarship,0,Coastal Region
